property_id,location,area_sqft,bedrooms,bathrooms,age_years,price_lakhs,parking_spaces,amenities_count
51,Hyderabad,4397.4569542002555,2,3,35.417946801933056,255.45283377222714,1,1
52,Hyderabad,1802.4778472876958,4,3,33.0193220135672,347.14761662210975,0,8
53,Hyderabad,2604.5654561819465,5,4,5.714734057119175,61.10943961954915,0,2
54,Chennai,3287.2548621492588,2,4,14.553944068782315,105.74322230090495,1,6
55,Bangalore,2350.35714141271,4,1,6.476330495017618,214.10057634379788,3,3
56,Mumbai,2423.689043406206,2,1,42.14862010242816,257.52275255353993,1,0
57,Hyderabad,1986.28100375938,2,1,37.345182767776166,483.55217659339013,2,7
58,Delhi,3039.0431750804123,3,4,10.076350145912121,485.9127838629392,2,3
59,Hyderabad,4327.585376068022,1,1,17.06546202449467,428.5746019898056,0,5
60,Delhi,1406.877701028408,5,1,48.33074961321071,171.48744093707577,2,6
61,Delhi,4704.948674390486,4,4,29.707967893982573,482.73357959957104,3,7
62,Hyderabad,3600.8944418670335,2,2,40.05777986505786,350.88361504458203,1,9
63,Chennai,4204.729457060135,5,4,13.229551738436458,208.6112613523522,3,1
64,Delhi,3002.8581168350524,2,2,10.502646008965261,356.80396015268786,0,8
65,Delhi,4007.8251564082857,1,4,39.19584644232742,27.93091029753276,2,9
66,Hyderabad,572.9017880276025,5,1,34.29362276157201,90.15424749162251,2,2
67,Delhi,4182.711911507909,4,3,34.04889646058818,418.2491415470565,1,0
68,Delhi,680.6248658841494,2,3,27.631729091459693,329.87534569912214,3,1
69,Hyderabad,4504.610193632881,1,2,28.17891713882744,194.81345662010432,3,7
70,Hyderabad,4963.832362573895,5,2,36.78487526531269,260.319987306905,1,9
71,Mumbai,1823.3035797955001,2,2,13.500124056059764,454.46823182996815,2,5
72,Chennai,1446.4335032860713,2,3,17.638423292847786,323.15749254996155,0,0
73,Chennai,3944.1351373611833,4,2,43.581838526002755,211.1116562884785,0,8
74,Delhi,1638.6185341411394,1,4,15.443260050607888,77.7567955508168,1,6
75,Chennai,4395.030724274915,3,4,27.315478568964952,160.99846478026927,1,9
76,Delhi,962.7916647086452,2,3,35.1319732003342,489.60331174236,1,2
77,Mumbai,1066.7983837071122,5,4,49.99624134165882,229.9342701688532,3,6
78,Hyderabad,4906.18199795277,4,2,21.764566574766597,246.48294264553323,2,5
79,Hyderabad,3532.275042215021,4,3,21.40464383124719,259.32705555056737,2,2
80,Hyderabad,4310.992509930287,2,2,42.12941897168337,444.36993101514133,1,7
81,Chennai,1959.482198081831,2,4,40.27515556299316,309.88557650494874,0,0
82,Mumbai,3544.17687284272,2,2,36.55379408672743,352.96497749692264,3,4
83,Chennai,3174.0882228886876,3,3,23.161481870451446,206.91850042356992,1,7
84,Chennai,3214.1755405532613,2,2,16.19695600803579,33.96205692270769,3,2
85,Mumbai,3571.396067919747,1,4,30.436524129242432,466.8669988365653,1,9
86,Mumbai,3089.1162790809435,5,1,43.811164656582044,475.5812868398751,3,5
87,Mumbai,2430.780661861997,2,3,44.188872910429325,475.59346560706456,0,9
88,Mumbai,1741.6521247124608,3,2,5.4249172535219214,472.9698015904239,0,1
89,Hyderabad,3958.615989109409,5,3,21.41751419065753,411.3161317133893,0,8
90,Bangalore,1518.225935014338,4,2,23.236097809937473,348.6061040558369,0,1
91,Bangalore,3615.594377694864,2,1,48.88076837618766,425.3647607682971,2,4
92,Mumbai,1549.9977019219698,5,4,33.89990076212923,308.2621947204974,2,2
93,Bangalore,3313.9857647950425,4,2,20.362320863103527,84.49741466817133,3,9
94,Bangalore,3861.85220208063,3,2,1.30289429927965,207.7847192198821,1,8
95,Mumbai,1484.2125000794263,1,1,28.269258004959795,486.22155774701,2,8
96,Bangalore,769.7448538758872,2,3,4.8037987819178065,188.54615052591504,1,6
97,Chennai,1089.3818434737832,1,4,41.72249786738816,436.55739859105734,3,9
98,Delhi,3226.986352719615,3,2,37.625933028518105,64.7415059719374,1,4
99,Delhi,4322.50882801581,5,2,23.02545799540894,180.40824434022542,0,8
100,Mumbai,702.4856955594097,5,4,21.460538977084987,188.4575958691422,0,6
101,Hyderabad,3803.6806656874082,3,1,44.866948278438436,44.769220692310476,2,1
102,Mumbai,2035.9339067752346,3,3,14.42291752090642,77.16527848964239,3,9
103,Hyderabad,2653.3776646378515,2,4,12.45099810533854,112.71930133845007,2,0
104,Delhi,4679.867974305045,4,3,46.9598716412881,422.1514835888542,2,9
105,Mumbai,1993.8717713113047,1,1,40.46229183767413,50.43295517110707,2,9
106,Chennai,2594.0162027276874,1,1,41.03127965335973,163.37643264530587,3,3
107,Bangalore,561.570866423065,5,4,9.759690713796276,24.884001242848406,0,9
108,Hyderabad,867.1942400217727,5,2,7.1647995715467205,353.9013177934519,0,7
109,Bangalore,1663.662160106528,2,1,1.301477490856745,317.7454832208223,2,5
110,Bangalore,625.3350836948348,3,1,11.852075445934002,329.59148578550804,1,1
111,Mumbai,3341.188967217129,1,4,38.70952458571624,199.703736663017,0,4
112,Bangalore,2418.792605607301,2,4,12.001920938207489,119.96855420843315,0,8
113,Chennai,2966.653412276099,5,4,36.45516417974381,365.753702377296,3,5
114,Bangalore,1285.912336533483,5,1,12.595413268371075,409.33657891553366,0,5
115,Mumbai,1831.6941324647726,1,3,19.764624897533583,86.52871908713685,0,6
116,Chennai,3487.210136837263,5,1,49.15811449557042,253.67812540996223,2,4
117,Delhi,4843.862256336799,5,4,12.24058656420678,139.383527349854,2,2
118,Bangalore,726.8754812099414,4,2,18.818531364913383,100.69129337894418,3,2
119,Mumbai,4506.729443848697,3,2,15.054359023260682,372.47615047759956,3,4
120,Delhi,3095.965405900438,5,4,5.481249316500114,278.2865290269618,1,3
121,Delhi,3037.638050400307,4,2,24.49470710654125,123.76895954176052,0,4
122,Hyderabad,2751.2534084349213,2,1,18.934533166650112,168.80000538154164,2,8
123,Chennai,812.2733865688252,5,3,34.74435429036401,483.99376223731633,2,4
124,Bangalore,904.445832812723,2,1,40.87972734757731,427.3661910601072,0,3
125,Mumbai,3204.1040254658874,5,4,27.212485724781928,442.3744365791016,3,3
126,Hyderabad,2034.3135714600123,1,1,1.6098211043668431,240.80580659873985,2,0
127,Chennai,4627.706299599563,4,2,30.94611781173608,319.42748668202,3,9
128,Hyderabad,2329.657418117625,4,1,2.76953650104696,200.84851529811758,2,3
129,Chennai,1144.7665641618848,1,3,30.817816179951247,57.301748330667465,2,3
130,Chennai,3716.234750759162,3,2,34.25149746345942,212.5132691152556,1,8
131,Bangalore,1820.0903964845443,4,3,9.888381380875922,305.11076153942946,2,3
132,Chennai,2864.616383101519,2,3,40.967307436088554,157.8292499687031,0,6
133,Hyderabad,3640.247534773265,4,3,45.55425657870243,427.0162758691596,0,0
134,Chennai,4551.1885004093165,3,1,40.65434820569098,92.52807640380735,0,6
135,Bangalore,4064.8603766075425,2,1,15.255459510604108,196.22196292972154,3,1
136,Bangalore,3543.6248054272583,2,1,29.332150622281723,79.9538745556174,2,7
137,Hyderabad,3558.349320778146,1,1,45.74075745956139,214.31942431290815,3,0
138,Delhi,4756.66089814439,5,2,16.033236311142495,39.037426387649816,1,9
139,Delhi,1831.208438734412,1,1,41.001391113271254,150.8237096295898,2,2
140,Chennai,505.00442388284335,5,2,0.47375656308482617,212.35292245456816,0,7
141,Mumbai,1723.7955172918942,1,3,0.1823351392338135,249.51937437281197,1,9
142,Chennai,1480.511208320348,5,2,37.98558301694837,280.9742520680681,1,7
143,Hyderabad,3478.255633012992,4,4,38.07237910635606,151.99574229916107,2,4
144,Hyderabad,3351.702198944881,2,1,39.448859392614686,271.05984061513874,0,4
145,Hyderabad,3170.576222171257,5,4,46.501341894408114,264.3222183497887,3,7
146,Hyderabad,573.0954944425416,4,2,5.895315591014211,171.76546442058003,2,9
147,Hyderabad,3779.5012450279137,3,1,11.599249249184417,418.4961587151096,0,4
148,Bangalore,1955.8868561847119,1,4,45.186246018690376,281.90774076491124,1,8
149,Delhi,3492.75195052984,3,1,8.861809888617673,179.4894649983416,2,0
150,Hyderabad,3004.60292825969,4,2,34.1114633788292,474.7224857987727,1,4
151,Mumbai,2042.2891644255824,3,4,26.52315000204077,425.6539582741573,0,2
152,Mumbai,1105.593201968485,3,2,4.159683842575363,491.6421495448644,3,2
153,Mumbai,924.8850394721643,4,4,14.263183097076643,352.27225982980195,3,1
154,Mumbai,4241.832499005006,2,3,26.018610822048394,201.5469946429025,1,2
155,Bangalore,4632.788939367011,5,3,42.617505834191704,154.81312000592592,1,6
156,Mumbai,3424.046210439348,1,3,35.376924480733685,338.3925649637509,1,7
157,Hyderabad,965.4535168721752,5,3,31.09415807274665,490.79195959774574,2,7
158,Chennai,2309.1224759970833,1,3,24.80164449707074,320.8232384498474,0,7
159,Mumbai,3780.2264004732074,5,2,14.934199190706716,443.17517167512233,1,0
160,Bangalore,4009.1939780453063,3,3,5.962245565963059,177.96964690292893,1,6
161,Bangalore,1031.9838003098987,2,2,20.453801728304775,215.3378155876427,1,1
162,Mumbai,500.1382348042209,3,3,1.4259246955646288,455.0121150028896,3,9
163,Chennai,3704.6167064627225,2,1,10.55279446334253,383.29601693975303,1,3
164,Mumbai,2104.6827919379257,4,3,21.624168793632993,491.0769537765948,0,4
165,Bangalore,1645.1659922821711,1,1,20.930259283595753,391.88682067147613,3,0
166,Delhi,558.0386140528644,1,2,2.21477154984962,235.28753946475123,0,3
167,Hyderabad,2931.3473304267486,4,3,29.453007676264566,274.9126495147343,3,3
168,Bangalore,4330.178309416918,5,4,27.48421279266181,452.2474363823056,3,8
169,Mumbai,4809.342408226646,4,2,3.905215201045642,284.790433327063,2,8
170,Hyderabad,3045.8522777598014,4,3,47.15815262302196,142.59073959893368,3,9
171,Mumbai,2815.0759748295236,2,2,4.969138947543006,229.09751012957574,3,0
172,Mumbai,882.753734701585,4,4,42.741707561866804,267.8316746475766,0,7
173,Delhi,2969.9276069416987,1,3,0.015486595750296983,66.42552010454219,0,3
174,Hyderabad,2209.9058553442756,3,4,44.114054752269155,377.0060836413873,1,3
175,Hyderabad,3232.1087639760963,2,3,0.9859866102156278,72.48988801038705,2,4
176,Delhi,2249.2685654444604,2,1,37.8906015946058,214.3605024170267,3,1
177,Bangalore,1581.3460555266504,5,2,18.084540565012645,406.2187719393942,2,0
178,Mumbai,927.3437385276943,3,4,36.910840006815995,244.4337735743825,1,4
179,Chennai,1917.1330006500307,2,2,20.087260271248926,424.1674494648838,2,6
180,Mumbai,934.9017542948852,4,4,3.5453961165920864,184.1030345869352,3,9
181,Mumbai,1296.0362787079277,2,2,38.3753347697682,479.665421119249,0,8
182,Bangalore,4943.012713607956,2,2,3.5626342660682484,120.54484726651307,2,1
183,Mumbai,2498.4660060797837,2,2,46.1060217980609,38.36678959486463,3,7
184,Delhi,2893.4229492725744,5,1,2.5487017895830686,438.7647406354009,1,6
185,Delhi,4431.283379317469,2,3,23.966263888575774,381.0573036561959,3,1
186,Hyderabad,4980.060052208095,2,1,36.15172154253978,131.35224179233893,2,4
187,Chennai,3122.215022051067,5,2,19.662323239601886,492.6759714256035,3,6
188,Mumbai,4156.132194698772,3,4,10.861673729621735,261.0944620488933,3,2
189,Mumbai,1971.2346095150388,1,2,37.954548069801355,476.5114112691985,2,1
190,Bangalore,1875.84780851281,5,3,39.21473523943632,262.4138102657597,2,5
191,Delhi,2312.166744475521,5,1,46.134749197718364,246.4998016502197,1,9
192,Chennai,3526.2826820314212,2,3,18.808255521553885,235.58649782934322,3,5
193,Hyderabad,3569.8626016479443,2,4,25.312586724866343,180.7401325438161,0,3
194,Delhi,1918.5774559225285,1,3,18.1564221423036,276.1767186447448,2,0
195,Hyderabad,1099.4446586148292,2,1,12.85409109256841,237.22623773531257,3,4
196,Bangalore,3345.7831540947886,4,4,37.551648076880426,37.638500779305986,0,0
197,Bangalore,1077.4663798494403,2,3,16.982592250847773,145.0089120432812,0,7
198,Mumbai,3103.2162870319853,2,1,21.407472099617603,122.29894405066803,3,1
199,Chennai,3620.3995762533905,4,1,20.183682881201392,436.36908911411194,3,8
200,Hyderabad,3652.7517337750323,1,2,35.633061282337295,307.45758906888386,3,8
201,Delhi,3890.6244979681856,4,3,45.88978130553399,386.5678882158692,0,2
202,Bangalore,4427.867397045491,5,4,33.33780306536887,479.27649811965466,3,5
203,Mumbai,2749.815463841548,4,2,23.57912980471163,329.1388508126768,2,8
204,Mumbai,3786.1213528830704,3,3,38.96025573694417,491.6527958742773,0,6
205,Hyderabad,3286.2773091462655,5,3,32.04856620610688,169.6467447930222,2,3
206,Bangalore,1339.8797290895716,2,4,3.0305178558906745,109.40824751018906,2,2
207,Chennai,615.6034019123367,5,2,4.783179320942082,213.5887462365975,3,1
208,Bangalore,1780.436235546202,1,2,1.8958472036816665,245.98371916918785,2,9
209,Hyderabad,2493.651678519287,1,4,22.840816310315994,449.7735405692408,3,9
210,Hyderabad,3276.9767499289533,4,2,41.29267171694824,288.77141073760464,0,0
211,Bangalore,4324.816987264425,5,1,15.654158467567603,160.24687972064817,2,9
212,Hyderabad,1383.1057251777454,2,4,19.208009154624083,376.46445577641003,3,0
213,Bangalore,1064.9740545431468,1,3,45.473855418394535,262.79932982675405,1,3
214,Delhi,4835.659763634474,2,4,41.845172265832744,97.82333373208168,3,3
215,Bangalore,986.200517193832,3,1,33.252405619128,296.8734980438011,1,8
216,Bangalore,2653.209815482351,1,4,13.340189104612566,457.46937766749625,3,9
217,Hyderabad,3135.0367795698585,4,3,5.852074134422175,424.45885638839366,1,0
218,Hyderabad,2936.184894083472,3,3,0.8029411340056858,301.6687868649589,2,3
219,Mumbai,887.1447066482444,5,4,5.350533630221044,200.9999234647943,1,2
220,Mumbai,756.6211130162872,2,4,14.629822181197138,61.74980051082136,2,8
221,Delhi,974.6754235746605,1,1,27.589503178974784,245.4314831991794,2,4
222,Mumbai,3135.1445774267563,3,1,3.200004137619344,380.998130014198,3,8
223,Bangalore,2949.551994354445,3,3,6.811388915922451,192.9313854718451,2,9
224,Hyderabad,1551.8335641653491,1,2,9.054035115397053,133.01447626479893,0,5
225,Mumbai,3369.983638305162,5,2,31.599104649165312,467.06226525005764,1,8
226,Mumbai,4190.303759250422,5,2,30.78948994900622,414.3467362198364,3,0
227,Delhi,687.1053193096719,4,2,27.538286318607646,326.3722973216694,2,3
228,Delhi,2741.584745966191,5,3,12.52507123479698,85.6560050818493,1,3
229,Bangalore,3601.896854462106,4,2,18.5559845609366,89.55624339496305,1,9
230,Hyderabad,1635.403671813592,3,2,4.834485816887152,69.54540389877391,0,9
231,Delhi,1884.969073819171,1,4,11.323030187902743,315.8224001085167,1,5
232,Mumbai,3261.370563452227,5,2,44.885261323629024,75.47014230720129,3,9
233,Hyderabad,4540.708820496816,4,4,48.98458732179142,424.46105545406385,3,0
234,Hyderabad,4144.659891363047,3,3,32.38297928201474,496.62320087327464,2,9
235,Mumbai,3124.0859859481257,5,4,45.84116460117101,195.8471286601593,2,4
236,Delhi,3785.9977299076213,2,1,32.13709502007126,237.7615265442068,3,2
237,Mumbai,2141.701115935094,3,4,1.659824305273494,361.6002449531258,1,0
238,Hyderabad,3384.3448764444097,5,2,49.83812924932045,469.8334430363676,1,5
239,Chennai,2597.8171600740066,3,4,4.9476150843267455,449.16501130706484,0,2
240,Chennai,1354.712614059024,1,4,34.132090072253035,47.64407779992732,2,3
241,Bangalore,3657.8222324476574,1,3,12.641810153739502,101.15446522724721,1,8
242,Mumbai,3004.090868069699,1,3,19.599055645348006,382.2066553077403,1,1
243,Mumbai,2113.797118791161,2,2,32.29670924004691,350.6686918555747,2,0
244,Bangalore,4601.026355353838,1,1,21.824367465385354,83.94492513925917,3,9
245,Bangalore,594.2035302202997,2,1,12.527302946556413,260.9909993607525,1,5
246,Bangalore,1920.979180622732,1,4,16.722309343916237,394.7910229209419,0,0
247,Hyderabad,755.9662899994096,3,1,17.077405846158815,125.01472748609295,1,0
248,Mumbai,3949.3729229973223,5,3,47.96619522541069,438.21806515263984,1,6
249,Hyderabad,3659.4835435120667,5,2,39.93065079617255,45.426451913776624,0,1
250,Bangalore,1991.0849843134267,1,2,22.927438573970004,395.4536408326755,3,3
251,Mumbai,3540.483059931829,5,3,9.991046017068205,315.5930718991377,0,3
252,Hyderabad,2281.7175178817743,1,2,40.5508055131328,171.29568639408757,0,1
253,Hyderabad,3903.1420614009544,1,4,7.859123580418675,366.04762320411743,2,5
254,Bangalore,2543.8264823151776,4,2,10.523110857100171,395.53558167255665,1,9
255,Mumbai,2355.258775242495,4,1,18.30066959200756,468.2715062259052,3,1
256,Bangalore,4706.284619697354,4,2,44.0174097925995,196.53184263404654,1,7
257,Mumbai,1628.955949508151,2,2,6.589333431705513,349.2880332703784,3,3
258,Chennai,1042.0130299845446,4,3,6.111709642726304,309.2558129286516,0,0
259,Delhi,3130.4440096675617,1,3,24.6987494152633,272.09891333940243,2,6
260,Delhi,4861.948155278805,3,1,13.820527054683735,447.3999075944182,0,5
261,Delhi,2200.2764617723396,4,3,28.436397082407993,21.520310786432155,1,5
262,Bangalore,779.1654363295169,4,1,22.581834234161175,155.41357092972686,2,2
263,Chennai,2026.8737028930536,3,4,21.74795531756084,278.37307498151847,2,9
264,Mumbai,2776.692444438013,1,1,5.598648524349664,105.58076558554512,1,6
265,Hyderabad,1228.6535298449617,2,2,7.052484512492008,455.775936191724,3,5
266,Mumbai,3461.459981254214,4,1,41.0539288723425,330.8456564542474,2,9
267,Hyderabad,4989.872250545903,3,4,44.29413687858722,249.38383742335515,3,9
268,Mumbai,2532.827641916497,1,2,11.734176644262512,411.0568443519942,3,8
269,Chennai,2096.278505285957,5,1,5.673025076238453,236.4253719032498,3,2
270,Hyderabad,2303.1687507550996,2,3,2.6708335967255303,288.1534457264046,2,2
271,Bangalore,1018.1578027784051,3,3,30.414880687094843,21.32047786588208,0,3
272,Mumbai,4474.731206418007,3,3,35.76766062501028,195.53625449363528,2,2
273,Mumbai,2366.715449846084,3,1,18.640499460160274,86.61942672846548,0,3
274,Hyderabad,2242.7348514117857,4,1,33.98379337453198,351.0505667178997,2,5
275,Bangalore,3468.6062281871345,5,4,35.6479407779763,249.93294030835222,0,0
276,Bangalore,2489.1503941900555,2,2,46.76711406984527,164.84362748011077,0,1
277,Chennai,3417.0506096353074,1,2,3.2436818917553625,244.55952289843634,2,9
278,Bangalore,776.5083055885439,1,2,9.614586161553989,120.62234621664616,3,5
279,Bangalore,4161.755046750024,5,2,3.426299379849407,464.04158359334747,3,5
280,Bangalore,4732.267787957312,3,1,43.399696666805525,45.906863624438245,0,0
281,Delhi,3419.444237717237,3,1,39.629358001678426,435.40017694213776,1,5
282,Chennai,4795.5466798646485,3,4,28.73210353109195,265.4522185920084,1,8
283,Mumbai,1181.445414664835,3,2,4.183170502559158,317.0943181466323,2,7
284,Hyderabad,2648.3728526615914,3,1,13.665617932685981,165.25069803617782,2,9
285,Mumbai,3208.1303027545127,5,1,14.885992402925845,484.01485606127426,2,4
286,Chennai,3117.81491339534,4,1,28.037159800770855,155.2884600893551,1,3
287,Hyderabad,2306.5780059006947,2,1,12.902194701835773,302.66143862734606,3,5
288,Chennai,2021.3798421481763,3,2,3.647993195647742,496.8400184514219,2,4
289,Bangalore,1070.7081014768846,4,2,36.53811509266497,442.92531026405396,2,5
290,Hyderabad,2262.841027530252,1,1,14.954010582770566,277.4383161373309,3,9
291,Bangalore,1231.973667974683,5,3,22.61870885116503,495.3797710242618,0,2
292,Mumbai,3804.6455442149827,4,4,6.383331749115268,356.65753363165504,2,6
293,Mumbai,1439.7392097256547,3,2,40.127415169728984,120.17619974806848,1,7
294,Hyderabad,763.5438737804024,3,2,28.27659384620288,214.68618100918707,1,4
295,Hyderabad,2985.6476201775545,3,3,45.079281310493144,180.5568003255445,2,4
296,Chennai,3178.533797237307,4,2,24.77357815326667,185.12657997017078,1,3
297,Chennai,4423.608775762275,3,3,47.071283590893984,385.0190908927358,3,9
298,Bangalore,3096.4172558795685,4,3,44.5934102190663,300.4462050909409,0,4
299,Hyderabad,2054.663841755506,3,1,28.822992822961695,38.2845015629737,0,9
300,Mumbai,4113.553466868442,1,2,46.694671907493166,441.1752721524685,2,7
301,Chennai,2931.255019343395,1,4,16.154437364727613,162.46214743047898,2,4
302,Chennai,856.7612808403628,2,3,18.282108135210567,498.59594091830894,0,8
303,Mumbai,3046.3275214096097,3,4,2.273897565301847,478.0115505606972,0,0
304,Chennai,4586.083454397481,3,1,29.460045338192653,471.45474400734327,2,6
305,Bangalore,2283.4068147419925,4,2,36.09619849644667,409.3412499507074,1,4
306,Hyderabad,1833.4661085491002,4,1,38.67595951210516,125.89439920810044,2,3
307,Mumbai,1145.6125565810903,3,1,7.490814302305165,275.66371713381534,3,2
308,Hyderabad,1181.504848709108,2,4,22.207953615625016,127.6652608759878,2,9
309,Chennai,2447.471679538185,3,4,8.843160604695782,144.64421868269562,2,6
310,Chennai,3180.559208726883,4,3,33.10636744271244,313.25684932941317,2,1
311,Mumbai,862.7693232632079,3,2,7.897318621088406,39.60010176947043,2,4
312,Bangalore,4728.058650613246,4,1,45.208184197803746,485.3401120739397,2,1
313,Delhi,3898.1012785033818,3,3,11.531732283070667,460.96312283742293,2,6
314,Mumbai,3139.807632276482,5,3,14.570113314412241,202.76843463570552,1,5
315,Delhi,4227.9740192254585,4,1,42.545316107549986,267.40277504331823,2,9
316,Delhi,860.8404056545098,2,1,22.92338050728619,243.73732124852432,0,6
317,Bangalore,2645.77494979906,5,3,1.1997972900036513,443.4558937363855,2,8
318,Delhi,3335.4190708774854,3,1,24.72931256013229,350.5289006317333,1,1
319,Delhi,4228.938077532302,4,1,4.227166769006152,153.4933987636911,3,8
320,Bangalore,4025.6130202217046,5,4,49.26723593436553,234.4838021433425,0,6
321,Delhi,1746.8116237102984,2,2,29.405578522780118,225.9036683296466,2,1
322,Delhi,4733.960763016419,4,3,12.826630880548922,480.48088077628097,2,9
323,Delhi,1059.5562864389167,5,1,28.18588397738089,104.14923704702703,0,1
324,Mumbai,4438.101283795184,5,3,3.843355169087742,62.996641901325944,2,3
325,Mumbai,4869.231123220783,5,2,39.99456521344085,442.6970394376113,1,1
326,Mumbai,1297.190854501815,1,3,46.266402693208185,450.409274962818,2,0
327,Bangalore,3749.2972889170337,3,3,43.72221941030798,438.43476219783906,3,5
328,Chennai,681.2848345009932,4,3,17.08788011492814,265.2689195002671,1,9
329,Delhi,2324.4027131261973,4,4,16.288405982168424,336.677325569341,2,4
330,Delhi,2823.274846389533,4,2,1.7543805608149998,290.4142628292723,3,2
331,Bangalore,3112.9035165933533,5,2,32.57001793504584,53.33495650611244,0,0
332,Delhi,4711.717617118517,3,3,26.745239209489746,306.00075051234677,1,8
333,Mumbai,3525.128092823876,2,3,22.96731856636707,26.534790682928424,2,7
334,Chennai,2665.7507804865663,4,2,45.38154766673535,175.99395658740136,2,5
335,Hyderabad,4143.537663196502,3,1,8.393945054142316,467.5004364191202,0,5
336,Delhi,4777.39769429484,3,4,0.48331333450911673,165.94172942518765,0,3
337,Mumbai,599.2976690703088,1,2,3.6658226060382715,471.116788469239,1,1
338,Hyderabad,4921.345725152174,4,3,11.168571891368446,140.06429943163724,1,3
339,Chennai,887.5946257865614,5,1,1.6642774631728474,170.9898754215356,1,1
340,Hyderabad,4164.740506709426,3,1,25.142185532156773,321.6355982905057,2,6
341,Mumbai,1761.5063864813562,3,1,15.704522761678902,385.58094693886153,2,8
342,Hyderabad,1094.808459892423,2,4,9.024150403406633,260.66612864234435,1,1
343,Bangalore,2479.350378712257,1,4,37.50420374743311,443.41552985319464,2,8
344,Hyderabad,3397.804607514261,3,2,10.222566311626501,39.31540237309724,0,8
