property_id,location,area_sqft,bedrooms,bathrooms,age_years,price_lakhs,parking_spaces,amenities_count,price_per_sqft,rooms_ratio,amenities_density,age_category,price_category,size_category
112,Bangalore,2418.792605607301,2,4,12.001920938207489,119.96855420843316,0,8,4959.8528592455295,0.4,3.3074352805007816,Old,Mid-Range,Large
113,Chennai,2966.653412276099,5,4,36.45516417974381,365.753702377296,3,5,12328.831567037674,1.0,1.6854007884135884,Old,Luxury,Large
114,Bangalore,1285.912336533483,5,1,12.595413268371075,409.33657891553366,0,5,31832.386025551998,2.5,3.8882899385496392,Old,Luxury,Standard
115,Mumbai,1831.6941324647728,1,3,19.764624897533583,86.52871908713685,0,6,4723.972062448094,0.25,3.2756560681483715,Old,Budget,Standard
116,Chennai,3487.210136837263,5,1,49.15811449557042,253.67812540996223,2,4,7274.529364612265,2.5,1.1470487418426163,Old,Premium,Spacious
117,Delhi,4843.862256336799,5,4,12.24058656420678,139.383527349854,2,2,2877.528715179933,1.0,0.4128936567887693,Old,Mid-Range,Spacious
118,Bangalore,726.8754812099414,4,2,18.818531364913383,100.69129337894418,3,2,13852.61932502326,1.3333333333333333,2.751502907583074,Old,Mid-Range,Compact
119,Mumbai,4506.729443848697,3,2,15.054359023260682,372.4761504775996,3,4,8264.888210362793,1.0,0.887561600898776,Old,Luxury,Spacious
120,Delhi,3095.965405900438,5,4,5.481249316500114,278.2865290269618,1,3,8988.683416700655,1.0,0.969003075513201,Medium,Premium,Spacious
121,Delhi,3037.638050400307,4,2,24.49470710654125,123.76895954176052,0,4,4074.5130752312625,1.3333333333333333,1.3168125805748552,Old,Mid-Range,Spacious
122,Hyderabad,2751.2534084349213,2,1,18.934533166650112,168.80000538154164,2,8,6135.38559785248,1.0,2.9077655934830378,Old,Mid-Range,Large
123,Chennai,812.2733865688252,5,3,34.74435429036401,483.99376223731633,2,4,59585.081850555835,1.25,4.924450395816426,Old,Luxury,Compact
124,Bangalore,904.445832812723,2,1,40.87972734757731,427.3661910601072,0,3,47251.71763255819,1.0,3.316948225268885,Old,Luxury,Compact
125,Mumbai,3204.1040254658874,5,4,27.212485724781928,442.3744365791016,3,3,13806.494204406454,1.0,0.9362991888391607,Old,Luxury,Spacious
126,Hyderabad,2034.3135714600123,1,1,1.6098211043668431,240.80580659873985,2,0,11837.201991722211,0.5,0.0,Brand New,Premium,Large
127,Chennai,4627.706299599563,4,2,30.94611781173608,319.42748668202,3,9,6902.501282539477,1.3333333333333333,1.9448079496269617,Old,Luxury,Spacious
128,Hyderabad,2329.657418117625,4,1,2.76953650104696,200.8485152981176,2,3,8621.375560892735,2.0,1.2877429860155212,Recent,Premium,Large
129,Chennai,1144.7665641618848,1,3,30.817816179951247,57.301748330667465,2,3,5005.540004797367,0.25,2.62062161310274,Old,Budget,Standard
130,Chennai,3716.234750759162,3,2,34.25149746345942,212.5132691152556,1,8,5718.510357071573,1.0,2.1527165361030383,Old,Premium,Spacious
131,Bangalore,1820.0903964845445,4,3,9.888381380875922,305.11076153942946,2,3,16763.4949411712,1.0,1.6482697814319658,Medium,Luxury,Standard
132,Chennai,2864.616383101519,2,3,40.96730743608856,157.8292499687031,0,6,5509.612068818144,0.5,2.0945212892707823,Old,Mid-Range,Large
133,Hyderabad,3640.247534773265,4,3,45.55425657870243,427.0162758691596,0,0,11730.418653954435,1.0,0.0,Old,Luxury,Spacious
134,Chennai,4551.1885004093165,3,1,40.65434820569098,92.52807640380736,0,6,2033.0530452756625,1.5,1.3183369573596837,Old,Budget,Spacious
135,Bangalore,4064.860376607543,2,1,15.255459510604108,196.22196292972157,3,1,4827.274364918895,1.0,0.2460109099330446,Old,Mid-Range,Spacious
136,Bangalore,3543.6248054272583,2,1,29.332150622281723,79.9538745556174,2,7,2256.2737012440934,1.0,1.975378428686669,Old,Budget,Spacious
137,Hyderabad,3558.349320778146,1,1,45.74075745956139,214.31942431290813,3,0,6023.001256831085,0.5,0.0,Old,Premium,Spacious
138,Delhi,4756.66089814439,5,2,16.033236311142495,39.037426387649816,1,9,820.6897069933789,1.6666666666666667,1.892083583992916,Old,Budget,Spacious
139,Delhi,1831.208438734412,1,1,41.00139111327125,150.8237096295898,2,2,8236.293937888762,0.5,1.092174958183484,Old,Mid-Range,Standard
140,Chennai,505.00442388284335,5,2,0.4737565630848261,212.35292245456816,0,7,42049.71529196588,1.6666666666666667,13.861264711661098,Brand New,Premium,Compact
141,Mumbai,1723.7955172918942,1,3,0.1823351392338135,249.519374372812,1,9,14474.99844789075,0.25,5.221036897774929,Brand New,Premium,Standard
142,Chennai,1480.511208320348,5,2,37.98558301694837,280.9742520680681,1,7,18978.19148473963,1.6666666666666667,4.728096593028537,Old,Premium,Standard
143,Hyderabad,3478.255633012992,4,4,38.07237910635606,151.9957422991611,2,4,4369.8841699998,0.8,1.150001731337686,Old,Mid-Range,Spacious
144,Hyderabad,3351.702198944881,2,1,39.448859392614686,271.05984061513874,0,4,8087.229250273746,1.0,1.1934234495114764,Old,Premium,Spacious
145,Hyderabad,3170.576222171257,5,4,46.501341894408114,264.3222183497887,3,7,8336.724930359094,1.0,2.2078005729842687,Old,Premium,Spacious
146,Hyderabad,573.0954944425416,4,2,5.895315591014211,171.76546442058003,2,9,29971.525877665263,1.3333333333333333,15.70418907019053,Medium,Mid-Range,Compact
147,Hyderabad,3779.5012450279137,3,1,11.599249249184416,418.4961587151096,0,4,11072.787957555463,1.5,1.0583407017690922,Old,Luxury,Spacious
148,Bangalore,1955.886856184712,1,4,45.186246018690376,281.90774076491124,1,8,14413.294913940981,0.2,4.090216146554281,Old,Premium,Standard
149,Delhi,3492.75195052984,3,1,8.861809888617673,179.4894649983416,2,0,5138.9124547225165,1.5,0.0,Medium,Mid-Range,Spacious
150,Hyderabad,3004.60292825969,4,2,34.1114633788292,474.7224857987727,1,4,15799.84101505682,1.3333333333333333,1.3312907214388086,Old,Luxury,Spacious
151,Mumbai,2042.2891644255824,3,4,26.52315000204077,425.6539582741573,0,2,20842.002478815353,0.6,0.9792932532952665,Old,Luxury,Large
152,Mumbai,1105.593201968485,3,2,4.159683842575363,491.6421495448644,3,2,44468.62993273712,1.0,1.8089836265626842,Recent,Luxury,Standard
153,Mumbai,924.8850394721644,4,4,14.263183097076643,352.27225982980195,3,1,38088.22121621138,0.8,1.0812154563238519,Old,Luxury,Compact
154,Mumbai,4241.832499005006,2,3,26.018610822048394,201.5469946429025,1,2,4751.413326438014,0.5,0.4714943365795642,Old,Premium,Spacious
155,Bangalore,4632.788939367011,5,3,42.6175058341917,154.81312000592592,1,6,3341.6829912195053,1.25,1.2951161985850783,Old,Mid-Range,Spacious
156,Mumbai,3424.046210439348,1,3,35.376924480733685,338.3925649637509,1,7,9882.827046318715,0.25,2.044364932534544,Old,Luxury,Spacious
157,Hyderabad,965.4535168721752,5,3,31.09415807274665,490.79195959774574,2,7,50835.379541398055,1.25,7.250478534355778,Old,Luxury,Compact
158,Chennai,2309.1224759970837,1,3,24.80164449707074,320.8232384498474,0,7,13893.7298382718,0.25,3.031454620863012,Old,Luxury,Large
159,Mumbai,3780.226400473208,5,2,14.934199190706716,443.17517167512233,1,0,11723.508719468382,1.6666666666666667,0.0,Old,Luxury,Spacious
160,Bangalore,4009.193978045306,3,3,5.962245565963059,177.96964690292893,1,6,4439.038067938497,0.75,1.4965601646756233,Medium,Mid-Range,Spacious
161,Bangalore,1031.9838003098987,2,2,20.45380172830477,215.3378155876427,1,1,20866.39494951161,0.6666666666666666,0.9690074589346324,Old,Premium,Standard
162,Mumbai,500.1382348042209,3,3,1.4259246955646288,455.0121150028896,3,9,90977.27055021179,0.75,17.995024922505774,Brand New,Luxury,Compact
163,Chennai,3704.6167064627225,2,1,10.55279446334253,383.296016939753,1,3,10346.441948261237,1.0,0.8098003755061852,Old,Luxury,Spacious
164,Mumbai,2104.6827919379257,4,3,21.624168793632997,491.0769537765948,0,4,23332.587488132907,1.0,1.9005239247083527,Old,Luxury,Large
165,Bangalore,1645.1659922821711,1,1,20.930259283595756,391.8868206714761,3,0,23820.5033722981,0.5,0.0,Old,Luxury,Standard
166,Delhi,558.0386140528644,1,2,2.21477154984962,235.28753946475123,0,3,42163.30797539789,0.3333333333333333,5.375972064391592,Recent,Premium,Compact
167,Hyderabad,2931.3473304267486,4,3,29.45300767626457,274.9126495147343,3,3,9378.37173579537,1.0,1.0234201757194215,Old,Premium,Large
168,Bangalore,4330.178309416918,5,4,27.48421279266181,452.2474363823056,3,8,10444.083454919046,1.0,1.8474989777215995,Old,Luxury,Spacious
169,Mumbai,4809.342408226646,4,2,3.905215201045642,284.790433327063,2,8,5921.608593306088,1.3333333333333333,1.6634290763567923,Recent,Premium,Spacious
170,Hyderabad,3045.8522777598014,4,3,47.15815262302196,142.59073959893368,3,9,4681.472592748588,1.0,2.9548379826941,Old,Mid-Range,Spacious
171,Mumbai,2815.075974829524,2,2,4.969138947543006,229.0975101295757,3,0,8138.235421637223,0.6666666666666666,0.0,Recent,Premium,Large
172,Mumbai,882.753734701585,4,4,42.7417075618668,267.8316746475766,0,7,30340.47482541857,0.8,7.929731390336571,Old,Premium,Compact
173,Delhi,2969.9276069416987,1,3,0.0154865957502969,66.42552010454219,0,3,2236.6040151714096,0.25,1.010125631678029,Brand New,Budget,Large
174,Hyderabad,2209.905855344276,3,4,44.11405475226916,377.0060836413873,1,3,17059.825545493855,0.6,1.3575238930405191,Old,Luxury,Large
175,Hyderabad,3232.1087639760963,2,3,0.9859866102156278,72.48988801038705,2,4,2242.8047229824956,0.5,1.2375821149902313,Brand New,Budget,Spacious
176,Delhi,2249.2685654444604,2,1,37.8906015946058,214.3605024170267,3,1,9530.231547723988,1.0,0.44458897232772104,Old,Premium,Large
177,Bangalore,1581.3460555266504,5,2,18.084540565012645,406.2187719393942,2,0,25688.164239553964,1.6666666666666667,0.0,Old,Luxury,Standard
178,Mumbai,927.3437385276944,3,4,36.910840006816,244.4337735743825,1,4,26358.48644025569,0.6,4.313395167093742,Old,Premium,Compact
179,Chennai,1917.133000650031,2,2,20.08726027124893,424.1674494648838,2,6,22125.09248555337,0.6666666666666666,3.1296733184216308,Old,Luxury,Standard
180,Mumbai,934.9017542948852,4,4,3.5453961165920864,184.1030345869352,3,9,19692.233300576918,0.8,9.62667997856942,Recent,Mid-Range,Compact
181,Mumbai,1296.0362787079275,2,2,38.3753347697682,479.665421119249,0,8,37010.184745557235,0.6666666666666666,6.17266671576164,Old,Luxury,Standard
182,Bangalore,4943.012713607956,2,2,3.5626342660682484,120.54484726651307,2,1,2438.6918312926236,0.6666666666666666,0.20230577138655376,Recent,Mid-Range,Spacious
183,Mumbai,2498.466006079784,2,2,46.1060217980609,38.36678959486463,3,7,1535.6138327078543,0.6666666666666666,2.8017191280434286,Old,Budget,Large
184,Delhi,2893.4229492725744,5,1,2.5487017895830686,438.7647406354009,1,6,15164.210290988025,2.5,2.0736684906395864,Recent,Luxury,Large
185,Delhi,4431.283379317469,2,3,23.96626388857577,381.0573036561959,3,1,8599.253783559392,0.5,0.22566825779353017,Old,Luxury,Spacious
186,Hyderabad,4980.060052208095,2,1,36.15172154253978,131.35224179233893,2,4,2637.563411190173,1.0,0.8032031658386231,Old,Mid-Range,Spacious
